1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,9.600000000000000000e+01,5.125000000000000000e+03
0.000000000000000000e+00,6.000000000000000000e+01,1.600000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.100000000000000000e+01,1.056200000000000000e+04
1.000000000000000000e+00,2.900000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.600000000000000000e+02,6.900000000000000000e+01
0.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+02,2.080000000000000000e+03
0.000000000000000000e+00,2.500000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,2.900000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00
1.000000000000000000e+00,2.700000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,4.340000000000000000e+02,3.600000000000000000e+01
1.000000000000000000e+00,6.900000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+01,7.000000000000000000e+00
0.000000000000000000e+00,5.800000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.603000000000000000e+03
0.000000000000000000e+00,3.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.420000000000000000e+02
0.000000000000000000e+00,1.800000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.400000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,2.800000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.440000000000000000e+02,8.000000000000000000e+00
1.000000000000000000e+00,3.700000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+02,6.000000000000000000e+00
1.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.700000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.200000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,2.800000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.810000000000000000e+02,1.690000000000000000e+02
1.000000000000000000e+00,3.400000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+02,1.000000000000000000e+00
